ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	band
ENSG00000242407		17	48733091	48733888	q21.32
ENSG00000142192	APP	21	25880550	26171128	q21.3
ENSG00000260576	EIF5A2P1	15	72041194	72041653	q23
ENSG00000125458	NT5C	17	75130225	75131795	q25.1
ENSG00000229002		1	144472535	144474790	q21.1
ENSG00000260173		15	72140504	72155459	q23
ENSG00000260037		15	71818396	71823384	q23
ENSG00000279782	PPIAL4F	1	144592868	144593527	q21.1
ENSG00000246985	SOCS2-AS1	12	93542463	93571768	q22
ENSG00000185758	CLDN24	4	183321764	183322426	q35.1
ENSG00000132622	HSPA12B	20	3732667	3753111	p13
ENSG00000250292		4	183380345	183381705	q35.1
ENSG00000243568		15	72134641	72135436	q23
ENSG00000248376		4	183418890	183419805	q35.1
ENSG00000275584	LILRA6	CHR_HSCHR19LRC_COX1_CTG3_1	54238892	54243172	
ENSG00000066933	MYO9A	15	71822289	72118577	q23
ENSG00000168564	CDKN2AIP	4	183444591	183448198	q35.1
ENSG00000269968		12	6537794	6538370	p13.31
ENSG00000125089	SH3TC1	4	8182072	8241803	p16.1
ENSG00000273825		1	144754572	144786606	q21.1
ENSG00000259001		14	20343048	20343685	q11.2
ENSG00000277199	LINC01632	1	144627192	144642372	q21.1
ENSG00000120833	SOCS2	12	93569814	93583487	q22
ENSG00000179111	HES7	17	8120590	8124092	p13.1
ENSG00000196369	SRGAP2B	1	144887265	145095528	q21.1
ENSG00000213434	VTI1BP2	4	183483490	183484185	q35.1
ENSG00000232648		4	183494938	183504494	q35.1
ENSG00000226599		6	150650772	150652025	q25.1
ENSG00000224029		6	150624677	150626086	q25.1
ENSG00000168556	ING2	4	183504994	183511096	q35.1
ENSG00000232891		6	150600834	150605850	q25.1
ENSG00000213089	PDCL3P5	6	150827663	150828384	q25.1
ENSG00000120278	PLEKHG1	6	150599883	150843665	q25.1
ENSG00000196419	XRCC6	22	41621119	41664048	q13.2
ENSG00000206355	CCHCR1	CHR_HSCHR6_MHC_DBB_CTG1	31136168	31151940	
ENSG00000181143	MUC16	19	8848844	8981342	p13.2
ENSG00000231095	GYG1P3	1	55222379	55223372	p32.3
ENSG00000231090	MIR4422HG	1	55217645	55324691	p32.3
ENSG00000272744		4	183516894	183517527	q35.1
ENSG00000139437	TCHP	12	109900264	109983841	q24.11
ENSG00000230250	LINC01753	1	55915607	55944974	p32.2
ENSG00000231900	GOT2P1	1	55367466	55368774	p32.3
ENSG00000183199	HSP90AB3P	4	87891843	87894015	q22.1
ENSG00000233079	LINC01755	1	55945087	55950119	p32.2
ENSG00000234810		1	55329288	56070513	p32.3
ENSG00000257966	OLA1P3	12	55870048	55872602	q13.2
ENSG00000204386	NEU1	6	31857659	31862906	p21.33
ENSG00000223721	UQCRFS1P2	7	138701607	138703062	q34
ENSG00000227104	PIGQP1	1	55938714	55939280	p32.2
ENSG00000230523	LINC01756	1	29329620	29350114	p35.3
ENSG00000234788	HSPA8P3	10	26714622	26715832	p12.1
ENSG00000232198	MTCO2P34	1	55372710	55373316	p32.3
ENSG00000148459	PDSS1	10	26697659	26746798	p12.1
ENSG00000257569	GSTP1P1	12	55900300	55900618	q13.2
ENSG00000225011		1	29488193	29496893	p35.3
ENSG00000228176		1	29708851	29709547	p35.3
ENSG00000284676		1	29755175	29790597	p35.3
ENSG00000276980		19	6716386	6717742	p13.3
ENSG00000125449	ARMC7	17	75109952	75130265	q25.1
ENSG00000196550	FAM72A	1	206186179	206204414	q32.1
ENSG00000278273		1	144661200	144679513	q21.1
ENSG00000224363		1	144641371	144919902	q21.1
ENSG00000170703	TTLL6	17	48762235	48817214	q21.32
ENSG00000012504	NR1H4	12	100473708	100564413	q23.1
ENSG00000226789		2	127247258	127250082	q14.3
ENSG00000271644		1	144965025	144965135	q21.1
ENSG00000257596		12	54262615	54279063	q13.13
ENSG00000272537		7	16471184	16471373	p21.2
ENSG00000094916	CBX5	12	54230940	54280133	q13.13
ENSG00000215784	FAM72D	1	145096000	145112696	q21.1
ENSG00000205858	LRRC72	7	16526880	16581568	p21.1
ENSG00000279035		17	75130883	75133043	q25.1
ENSG00000109756	RAPGEF2	4	159103013	159360174	q32.1
ENSG00000068079	IFI35	17	43006725	43014456	q21.31
ENSG00000283752		1	145139986	145148375	q21.1
ENSG00000232984	OR2H1	CHR_HSCHR6_MHC_DBB_CTG1	29457111	29464258	
ENSG00000281571		1	145214851	145215938	q21.1
ENSG00000171243	SOSTDC1	7	16461481	16530580	p21.1
ENSG00000272419		1	145164099	145216058	q21.1
ENSG00000172724	CCL19	9	34689567	34691277	p13.3
ENSG00000243799	PEX5L-AS1	3	179875376	179881609	q26.33
ENSG00000244302	PEX5L-AS2	3	179898229	179921895	q26.33
ENSG00000256093		12	125056359	125056581	q24.31
ENSG00000223612		1	145233001	145233519	q21.1
ENSG00000229509		1	206333327	206333438	q32.1
ENSG00000234736	FAM170B-AS1	10	49121839	49151547	q11.23
ENSG00000256374	PPIAL4D	1	145241630	145242124	q21.1
ENSG00000277708	PGBD4P2	20	44841925	44842539	q13.12
ENSG00000114757	PEX5L	3	179794958	180037053	q26.33
ENSG00000271291		1	145269604	145269890	q21.1
ENSG00000172538	FAM170B	10	49131154	49134008	q11.23
ENSG00000276216		1	145281116	145281462	q21.1
ENSG00000238045		16	29808636	29821252	p11.2
ENSG00000236140		1	145286610	145287755	q21.1
ENSG00000123405	NFE2	12	54292111	54301121	q13.13
ENSG00000166913	YWHAB	20	44885676	44908532	q13.12
ENSG00000258214		12	59366218	59411171	q14.1
ENSG00000280893		16	29812261	29820092	p11.2
ENSG00000257230	LINC02448	12	59523278	59524184	q14.1
ENSG00000279233		12	125138245	125141711	q24.31
ENSG00000104213	PDGFRL	8	17576433	17644071	p22
ENSG00000081760	AACS	12	125065379	125143333	q24.31
ENSG00000277299		12	109948389	109949029	q24.11
ENSG00000281348		16	29817239	29830627	p11.2
ENSG00000274646	RPS9	CHR_HSCHR19LRC_COX1_CTG3_1	54201241	54249371	
ENSG00000213453	FTH1P3	2	27392784	27393367	p23.3
ENSG00000115241	PPM1G	2	27381194	27409687	p23.3
ENSG00000259952		16	29806496	29807732	p11.2
ENSG00000139436	GIT2	12	109929792	109996389	q24.11
ENSG00000167371	PRRT2	16	29811382	29815892	p11.2
ENSG00000162888	C1orf147	1	206491116	206497728	q32.1
ENSG00000114023	FAM162A	3	122384176	122412334	q21.1
ENSG00000111481	COPZ1	12	54301202	54351849	q13.13
ENSG00000263528	IKBKE	1	206470476	206496889	q32.1
ENSG00000277466		8	17596312	17596378	p22
ENSG00000273973		12	55929170	55929729	q13.2
ENSG00000170473	PYM1	12	55901413	55932618	q13.2
ENSG00000260701		16	77433382	77444336	q23.1
ENSG00000260922		16	77234877	77290934	q23.1
ENSG00000129422	MTUS1	8	17643795	17800917	p22
ENSG00000226348	VN2R10P	16	77220406	77221258	q23.1
ENSG00000179094	PER1	17	8140472	8156506	p13.1
ENSG00000103111	MON1B	16	77190835	77202405	q23.1
ENSG00000065357	DGKA	12	55927319	55954027	q13.2
ENSG00000278464		18	34892013	34902885	q12.1
ENSG00000167617	CDC42EP5	19	54465026	54473264	q13.42
ENSG00000275342	PRAG1	8	8317736	8386498	p23.1
ENSG00000196981	WDR5B	3	122412332	122416051	q21.1
ENSG00000233989	UBDP1	CHR_HSCHR6_MHC_DBB_CTG1	29464526	29469736	
ENSG00000162825	NBPF20	1	145289900	145405778	q21.1
ENSG00000229889	MAS1LP1	CHR_HSCHR6_MHC_DBB_CTG1	29474955	29476001	
ENSG00000255239	TREHP1	11	118688039	118690600	q23.3
ENSG00000278468	MUC4	CHR_HSCHR3_4_CTG3	195746774	195792809	
ENSG00000275542		17	81339183	81339691	q25.3
ENSG00000137077	CCL21	9	34709005	34710124	p13.3
ENSG00000275966		17	81345476	81345966	q25.3
ENSG00000263154		17	81362272	81374214	q25.3
ENSG00000103495	MAZ	16	29806106	29811164	p11.2
ENSG00000275116		CHR_HSCHR19LRC_COX1_CTG3_1	54229470	54230647	
ENSG00000277816	LILRB3	CHR_HSCHR19LRC_COX1_CTG3_1	54217107	54223520	
ENSG00000242531		3	122416882	122417012	q21.1
ENSG00000114030	KPNA1	3	122421949	122514945	q21.1
ENSG00000242390	RPL6P9	3	142580910	142582399	q23
ENSG00000248552		4	159375099	159375322	q32.1
ENSG00000250180		4	159398533	159401246	q32.1
ENSG00000166974	MAPRE2	18	34976928	35143470	q12.1
ENSG00000250488	LINC02233	4	159666503	159777784	q32.1
ENSG00000250997		4	160521829	160522311	q32.1
ENSG00000140873	ADAMTS18	16	77247813	77435114	q23.1
ENSG00000249425	LINC02477	4	160539254	160586817	q32.1
ENSG00000106070	GRB10	7	50590063	50793462	p12.1
ENSG00000166508	MCM7	7	100092728	100101940	q22.1
ENSG00000186076		12	93640822	93641586	q22
ENSG00000242635	RPS14P7	4	160818422	160818869	q32.2
ENSG00000159082	SYNJ1	21	32628759	32728048	q22.11
ENSG00000281691	RBM5-AS1	3	50099603	50100988	p21.31
ENSG00000235016	SEMA3F-AS1	3	50116022	50156085	p21.31
ENSG00000001617	SEMA3F	3	50155045	50189075	p21.31
ENSG00000256650	RERG-IT1	12	15112363	15114698	p12.3
ENSG00000243916		12	15439527	15440401	p12.3
ENSG00000168843	FSTL5	4	161383897	162164035	q32.2
ENSG00000134533	RERG	12	15107783	15348675	p12.3
ENSG00000128191	DGCR8	22	20080232	20111877	q11.21
ENSG00000031691	CENPQ	6	49463378	49493107	p12.3
ENSG00000261632		15	71972206	72040265	q23
ENSG00000166192	SENP8	15	72114258	72143688	q23
ENSG00000213655		5	123236079	123236370	q23.2
ENSG00000234063		CHR_HSCHR6_MHC_COX_CTG1	31000184	31025215	
ENSG00000237814	SFTA2	CHR_HSCHR6_MHC_MCF_CTG1	31009891	31010713	
ENSG00000185697	MYBL1	8	66562175	66614247	q13.1
ENSG00000151365	THRSP	11	78063861	78068351	q14.1
ENSG00000122194	PLG	6	160702238	160753315	q26
ENSG00000259112	NDUFC2-KCTD14	11	78016971	78079865	q14.1
ENSG00000254127	IGLCOR22-1	22	32199919	32200234	q12.3
ENSG00000128253	RFPL2	22	32190435	32203477	q12.3
ENSG00000205078	SYCE1L	16	77199397	77213215	q23.1
ENSG00000255660	RERG-AS1	12	15151923	15155283	p12.3
ENSG00000101213	PTK6	20	63528001	63537370	q13.33
ENSG00000099901	RANBP1	22	20115938	20127357	q11.21
ENSG00000263620		17	8150816	8162975	p13.1
ENSG00000220205	VAMP2	17	8159149	8163546	p13.1
ENSG00000151366	NDUFC2	11	78068304	78080219	q14.1
ENSG00000261063		16	77201474	77249957	q23.1
ENSG00000182179	UBA7	3	49805207	49813946	p21.31
ENSG00000109618	SEPSECS	4	25120014	25160442	p15.2
ENSG00000242686		4	652850	656213	p16.3
ENSG00000133256	PDE6B	4	625584	670782	p16.3
ENSG00000231443		3	195937243	195938739	q29
ENSG00000134109	EDEM1	3	5187646	5219957	p26.1
ENSG00000249419		4	162022733	162047567	q32.2
ENSG00000151364	KCTD14	11	78015715	78046191	q14.1
ENSG00000260261		3	195913078	195954485	q29
ENSG00000249568		4	161378953	161388417	q32.2
ENSG00000226155		3	195912049	195913986	q29
ENSG00000185485	SDHAP1	3	195959748	195990318	q29
ENSG00000254675		11	78022933	78023721	q14.1
ENSG00000169442	CD52	1	26317957	26320523	p36.11
ENSG00000254829		11	78015715	78016495	q14.1
ENSG00000261809	CYP3A54P	7	4511959	4512033	p22.1
ENSG00000169372	CRADD	12	93677375	93894840	q22
ENSG00000276529		21	44978832	44979274	q22.3
ENSG00000013364	MVP	16	29820394	29848039	p11.2
ENSG00000204161	TMEM273	10	49154725	49188585	q11.23
ENSG00000164916	FOXK1	7	4682309	4771443	p22.1
ENSG00000142669	SH3BGRL3	1	26279176	26281522	p36.11
ENSG00000258344		12	54276631	54345083	q13.13
ENSG00000261000		1	206503948	206504456	q32.1
ENSG00000135486	HNRNPA1	12	54280193	54287088	q13.13
ENSG00000231464		3	195996738	195998233	q29
ENSG00000234880	LINC00163	21	44989864	44994086	q22.3
ENSG00000158062	UBXN11	1	26281328	26318363	p36.11
ENSG00000232558	KCND3-IT1	1	111853762	111856905	p13.2
ENSG00000106128	GHRHR	7	30938669	30993254	p14.3
ENSG00000237556	KCND3-AS1	1	111909336	111910931	p13.2
ENSG00000266094	RASSF5	1	206507530	206589448	q32.1
ENSG00000171385	KCND3	1	111770662	111989155	p13.2
ENSG00000233912		3	5156905	5187329	p26.1
ENSG00000257232	MUCL3	CHR_HSCHR6_MHC_MCF_CTG1	31019512	31029672	
ENSG00000228448	HCG21	CHR_HSCHR6_MHC_MCF_CTG1	31024520	31024900	
ENSG00000134108	ARL8B	3	5122220	5180912	p26.1
ENSG00000100191	SLC5A4	22	32218476	32255341	q12.3
ENSG00000234545	FAM133B	7	92560793	92590394	q21.2
ENSG00000275348		3	122482990	122483229	q21.1
ENSG00000272758		3	122416207	122443180	q21.1
ENSG00000099899	TRMT2A	22	20111866	20117392	q11.21
ENSG00000169045	HNRNPH1	5	179614178	179634784	q35.3
ENSG00000250103	PANCR	4	110595513	110615458	q25
ENSG00000214076	CPSF1P1	22	32269381	32273110	q12.3
ENSG00000242082	SLC5A4-AS1	22	32205115	32269666	q12.3
ENSG00000258303		12	93836167	93838038	q22
ENSG00000258274		12	93707791	93737823	q22
ENSG00000154328	NEIL2	8	11769639	11787346	p23.1
ENSG00000257146		12	59719698	59719944	q14.1
ENSG00000227506	MUC21	CHR_HSCHR6_MHC_MCF_CTG1	31062263	31068453	
ENSG00000118596	SLC16A7	12	59596067	59789855	q14.1
ENSG00000168944	CEP120	5	123344885	123423592	q23.2
ENSG00000278910	BANCR	9	69296682	69311111	q21.12
ENSG00000219391		2	44065894	44066154	p21
ENSG00000224637	PDSS1P2	2	44166266	44166943	p21
ENSG00000267332	BOLA3P2	19	9019344	9019984	p13.2
ENSG00000253168		8	17703988	17706187	p22
ENSG00000267154	OR1M4P	19	9083112	9083398	p13.2
ENSG00000273012		10	33341655	33341905	p11.22
ENSG00000143486	EIF2D	1	206571292	206612463	q32.1
ENSG00000120756	PLS1	3	142596387	142713664	q23
ENSG00000226412		10	33578931	33600040	p11.22
ENSG00000125385		9	37046835	37047237	p13.2
ENSG00000206516	OR2H1	CHR_HSCHR6_MHC_QBL_CTG1	29457053	29464201	
ENSG00000203565		10	33684755	33687064	p11.22
ENSG00000232920	LINC01400	9	37073531	37075792	p13.2
ENSG00000261683	LINC00838	10	33759713	33772658	p11.22
ENSG00000214309	MBLAC1	7	100126694	100128498	q22.1
ENSG00000087085	ACHE	7	100889994	100896974	q22.1
ENSG00000104635	SLC39A14	8	22367249	22434129	p21.3
ENSG00000166997	CNPY4	7	100119613	100125511	q22.1
ENSG00000256814		12	125150058	125151394	q24.31
ENSG00000268509		3	5187172	5188298	p26.1
ENSG00000280117		12	125160525	125164918	q24.31
ENSG00000280096		18	35082009	35082242	q12.1
ENSG00000233492		20	21530202	21530744	p11.22
ENSG00000253505		8	8414690	8424632	p23.1
ENSG00000254153		8	8456909	8461337	p23.1
ENSG00000247011		17	50934989	50944713	q21.33
ENSG00000156234	CXCL13	4	77511753	77611834	q21.1
ENSG00000251665		17	50944104	50948750	q21.33
ENSG00000253774		8	8559894	8562124	p23.1
ENSG00000139364	TMEM132B	12	125186836	125662377	q24.31
ENSG00000253343		8	8555738	8560965	p23.1
ENSG00000284233		22	24633272	24633443	q11.23
ENSG00000284070		22	24645171	24651657	q11.23
ENSG00000253130		8	8561391	8569688	p23.1
ENSG00000279082	LINC01727	20	21569976	21619674	p11.22
ENSG00000215481	BCRP3	22	24632915	24650012	q11.23
ENSG00000240281		5	41895068	41895599	p13.1
ENSG00000205108	FAM205A	9	34723055	34729467	p13.3
ENSG00000280350	LINC01726	20	21610787	21703585	p11.22
ENSG00000224044	UBDP1	CHR_HSCHR6_MHC_QBL_CTG1	29464469	29469679	
ENSG00000280789	PAGR1	16	29815952	29820117	p11.2
ENSG00000235635		5	56941307	56947152	q11.2
ENSG00000284128		22	24644791	24653356	q11.23
ENSG00000227859	MAS1LP1	CHR_HSCHR6_MHC_QBL_CTG1	29474898	29475944	
ENSG00000271828		5	56927874	56929573	q11.2
ENSG00000100284	TOM1	22	35299275	35347994	q12.3
ENSG00000206515	MAS1L	CHR_HSCHR6_MHC_QBL_CTG1	29486639	29487775	
ENSG00000155545	MIER3	5	56919602	56971675	q11.2
ENSG00000280607		16	29808679	29812227	p11.2
ENSG00000228691	NEU1	CHR_HSCHR6_MHC_APD_CTG1	31924682	31929929	
ENSG00000279462		12	125300936	125301917	q24.31
ENSG00000106290	TAF6	7	100107070	100119841	q22.1
ENSG00000231437	LINC01750	1	111989770	111998842	p13.2
ENSG00000110079	MS4A4A	11	60280541	60308972	q12.2
ENSG00000279946		1	206541758	206544892	q32.1
ENSG00000234981		1	206528915	206529706	q32.1
ENSG00000231246		1	112177234	112360528	p13.2
ENSG00000234367	PFN1P3	1	145407772	145408173	q21.1
ENSG00000170545	SMAGP	12	51244558	51270890	q13.13
ENSG00000234388	TXNP3	1	112363281	112363581	p13.2
ENSG00000278182		1	145507444	145508607	q21.1
ENSG00000255114		11	119044188	119045493	q23.3
ENSG00000280125		12	125808668	125809808	q24.32
ENSG00000275064		1	145509047	145520594	q21.1
ENSG00000237605		1	206634649	206635622	q32.1
ENSG00000227132		CHR_HSCHR6_MHC_MCF_CTG1	31089020	31113948	
ENSG00000272150	NBPF25P	1	145572345	145607858	q21.1
ENSG00000143479	DYRK3	1	206635536	206684419	q32.1
ENSG00000225629		CHR_HSCHR6_MHC_MCF_CTG1	31131982	31138413	
ENSG00000225216		2	205756469	205764006	q33.3
ENSG00000228677	TTC3-AS1	21	37187666	37193926	q22.13
ENSG00000277594	DDX52	CHR_HSCHR17_7_CTG4	37614320	37648026	
ENSG00000270116		21	37100814	37101343	q22.13
ENSG00000243762		22	20110821	20111875	q11.21
ENSG00000228413		3	196044695	196045254	q29
ENSG00000224105	C6orf15	CHR_HSCHR6_MHC_MCF_CTG1	31189747	31191083	
ENSG00000182670	TTC3	21	37073226	37203112	q22.13
ENSG00000072274	TFRC	3	196027183	196082189	q29
ENSG00000255315	OR8A3P	11	124531625	124531910	q24.2
ENSG00000250539	KRT8P33	5	123400922	123402344	q23.2
ENSG00000254937		11	124538500	124539334	q24.2
ENSG00000186513	OR9Q2	11	58189070	58194053	q12.1
ENSG00000235744	HLA-DOA	CHR_HSCHR6_MHC_DBB_CTG1	32982126	32987559	
ENSG00000170953	OR8B12	11	124539635	124545333	q24.2
ENSG00000271177		12	100525186	100525420	q23.1
ENSG00000203972	GLYATL3	6	49499958	49527047	p12.3
ENSG00000196119	OR8A1	11	124566660	124582942	q24.2
ENSG00000117262	GPR89A	1	145607990	145670648	q21.1
ENSG00000182552	RWDD4	4	183639635	183659225	q35.1
ENSG00000151239	TWF1	12	43793723	43806375	q12
ENSG00000255341	OR8Q1P	11	124601584	124602238	q24.2
ENSG00000132780	NASP	1	45583846	45618904	p34.1
ENSG00000272927		4	661209	661945	p16.3
ENSG00000197887	OR1S2	11	58203202	58204181	q12.1
ENSG00000142002	DPP9	19	4675224	4724673	p13.3
ENSG00000154143	PANX3	11	124611490	124620356	q24.2
ENSG00000280204	OR1S1	11	58212720	58216084	q12.1
ENSG00000180475	OR10Q1	11	58227882	58228918	q12.1
ENSG00000125813	PAX1	20	21705659	21718486	p11.22
ENSG00000262223		17	81376001	81385360	q25.3
ENSG00000224114		1	206695837	206696269	q32.1
ENSG00000197261	C6orf141	6	49550646	49561907	p12.3
ENSG00000162889	MAPKAPK2	1	206684944	206734283	q32.1
ENSG00000183283	DAZAP2	12	51238292	51271362	q13.13
ENSG00000255219		11	122295190	122308019	q24.1
ENSG00000110723	EXPH5	11	108505431	108593738	q22.3
ENSG00000255015		11	122294938	122301763	q24.1
ENSG00000274833		17	81387415	81387766	q25.3
ENSG00000173926	MARCH3	5	126867714	127030808	q23.2
ENSG00000255248	MIR100HG	11	122028327	122556721	q24.1
ENSG00000254589	EIF4A2P3	11	58242043	58243097	q12.1
ENSG00000262877		17	81388126	81390256	q25.3
ENSG00000172772	OR10W1	11	58266792	58268260	q12.1
ENSG00000178234	GALNT11	7	152025674	152122347	q36.1
ENSG00000272900	OR10Q2P	11	58291826	58292765	q12.1
ENSG00000255218	OR5BC1P	11	58317637	58318375	q12.1
ENSG00000255431	OR5B19P	11	58343737	58344664	q12.1
ENSG00000138399	FASTKD1	2	169529749	169573875	q31.1
ENSG00000216998	CYP2AC1P	6	49565924	49580166	p12.3
ENSG00000255096	OR5B10P	11	58348989	58349630	q12.1
ENSG00000255333		11	58354004	58354499	q12.1
ENSG00000159692	CTBP1	4	1211448	1249953	p16.3
ENSG00000197786	OR5B17	11	58358124	58359069	q12.1
ENSG00000259928		17	30564057	30565576	q11.2
ENSG00000259270		15	85178628	85178806	q25.3
ENSG00000233499	OR5B1P	11	58365836	58366763	q12.1
ENSG00000259449	NIFKP8	15	85181210	85182083	q25.3
ENSG00000225791	TRAM2-AS1	6	52577307	52583993	p12.2
ENSG00000273408	OR5B15P	11	58387583	58388486	q12.1
ENSG00000240135	PSMD12P	3	72876737	72878102	p13
ENSG00000227995	RAB11AP1	10	93881293	93881938	q23.33
ENSG00000271266	LAPTM4BP2	3	72884234	72884679	p13
ENSG00000172769	OR5B3	11	58402464	58406874	q12.1
ENSG00000235912		1	27649419	27649610	p35.3
ENSG00000233975	LINC02574	1	27660328	27662722	p35.3
ENSG00000231870	KRT17P3	17	30567700	30571748	q11.2
ENSG00000172365	OR5B2	11	58421264	58428121	q12.1
ENSG00000225475		1	56619409	56619549	p32.2
ENSG00000270382		6	52657373	52657651	p12.2
ENSG00000226879	RPL32P1	CHR_HSCHR6_MHC_DBB_CTG1	33057389	33057798	
ENSG00000162407	PLPP3	1	56494747	56645301	p32.2
ENSG00000229685	HLA-DPA1	CHR_HSCHR6_MHC_DBB_CTG1	33042507	33058713	
ENSG00000229212		15	85205440	85234795	q25.3
ENSG00000216775		6	52664366	52669155	p12.2
ENSG00000176273	SLC35G1	10	93893973	93956062	q23.33
ENSG00000225230		5	56900041	56910714	q11.2
ENSG00000155542	SETD9	5	56909260	56925532	q11.2
ENSG00000128604	IRF5	7	128937612	128950035	q32.1
ENSG00000238234		CHR_HSCHR6_MHC_COX_CTG1	31045946	31052387	
ENSG00000259571	BLID	11	122115354	122116215	q24.1
ENSG00000279393		13	28495633	28497267	q12.3
ENSG00000272334		3	36973117	36973672	p22.2
ENSG00000236165	PRADC1P1	3	36976316	36976840	p22.2
ENSG00000223956	LINC01767	1	56414963	56415966	p32.2
ENSG00000172362	OR5B12	11	58439077	58442758	q12.1
ENSG00000229432	C6orf15	CHR_HSCHR6_MHC_COX_CTG1	31103717	31105053	
ENSG00000259295	CSPG4P12	15	85191438	85213905	q25.3
ENSG00000235472	EIF4A1P7	13	28598833	28600052	q12.3
ENSG00000229871	RPSAP20	1	56207567	56208456	p32.2
ENSG00000237710	HLA-DPB1	CHR_HSCHR6_MHC_DBB_CTG1	33053864	33065131	
ENSG00000224980	RPL23AP85	1	56585612	56586242	p32.2
ENSG00000224050		22	32273420	32277186	q12.3
ENSG00000235612		1	56145721	56155224	p32.2
ENSG00000166926	MS4A6E	11	60334831	60396596	q12.2
ENSG00000273325		22	32284683	32285131	q12.3
ENSG00000175073	VCPIP1	8	66628487	66667217	q13.1
ENSG00000284686		1	56173433	56524495	p32.2
ENSG00000137197	CDSN	CHR_HSCHR6_MHC_COX_CTG1	31107584	31112941	
ENSG00000136634	IL10	1	206767602	206772494	q32.1
ENSG00000236776	RPL21P23	1	56538452	56538911	p32.2
ENSG00000260971		1	56154545	56477687	p32.2
ENSG00000237165	CDSN	CHR_HSCHR6_MHC_MCF_CTG1	31193614	31198966	
ENSG00000229439	RPS17P1	CHR_HSCHR6_MHC_QBL_CTG1	29489145	29489550	
ENSG00000239641	PLS1-AS1	3	142654784	142656745	q23
ENSG00000224544	PSORS1C2	CHR_HSCHR6_MHC_COX_CTG1	31130046	31131862	
ENSG00000232902		CHR_HSCHR6_MHC_QBL_CTG1	29497383	29510429	
ENSG00000257283		12	93894965	93943603	q22
ENSG00000166928	MS4A14	11	60378530	60417756	q12.2
ENSG00000172986	GXYLT2	3	72888073	72998138	p13
ENSG00000271382		12	93945041	93947813	q22
ENSG00000255299		11	58497888	58505758	q12.1
ENSG00000227246	PSORS1C2	CHR_HSCHR6_MHC_MCF_CTG1	31216078	31217894	
ENSG00000235487	PSORS1C1	CHR_HSCHR6_MHC_COX_CTG1	31107244	31132550	
ENSG00000251253	MTHFD2P4	4	162322188	162323907	q32.2
ENSG00000226687	LINC01015	CHR_HSCHR6_MHC_QBL_CTG1	29529298	29533446	
ENSG00000273176		22	35298838	35299541	q12.3
ENSG00000257360		12	94140077	94141337	q22
ENSG00000229591		7	152120001	152121717	q36.1
ENSG00000258416		14	79893080	79974169	q31.1
ENSG00000248396	TOMM22P4	4	162521682	162522041	q32.2
ENSG00000244274	DBNDD2	20	45406057	45410610	q13.12
ENSG00000233734	PSORS1C1	CHR_HSCHR6_MHC_MCF_CTG1	31193274	31218582	
ENSG00000248431		4	162740668	162742048	q32.2
ENSG00000228926	UQCRHP1	CHR_HSCHR6_MHC_SSTO_CTG1	31601835	31602108	
ENSG00000132963	POMP	13	28659104	28678925	q12.3
ENSG00000251123		4	162984795	162985416	q32.2
ENSG00000278839	SERF1B	CHR_HSCHR5_2_CTG1_1	69709074	69726961	
ENSG00000255423	EBLN2	3	73061659	73063337	p13
ENSG00000139354	GAS2L3	12	100573683	100628286	q23.1
ENSG00000211448	DIO2	14	80197527	80387757	q31.1
ENSG00000284486		1	206767602	206770575	q32.1
ENSG00000163605	PPP4R2	3	72996785	73069199	p13
ENSG00000250027		4	163108785	163119965	q32.2
ENSG00000235588	AIF1	CHR_HSCHR6_MHC_SSTO_CTG1	31605935	31607772	
ENSG00000145414	NAF1	4	163110073	163166921	q32.2
ENSG00000138767	CNOT6L	4	77713387	77819615	q21.1
ENSG00000234626		22	32327171	32343105	q12.3
ENSG00000142224	IL19	1	206798870	206842981	q32.1
ENSG00000235926	RPS29P15	7	100928370	100928540	q22.1
ENSG00000166340	TPP1	11	6612763	6619485	p15.4
ENSG00000241026		8	22389865	22390655	p21.3
ENSG00000260100		9	37078813	37079776	p13.2
ENSG00000226407	RPL23P11	10	33864313	33864723	p11.22
ENSG00000223470		10	33909238	33917804	p11.22
ENSG00000198283	OR5B21	11	58507175	58508105	q12.1
ENSG00000281649	EBLN3P	9	37079857	37090507	p13.2
ENSG00000258766	DIO2-AS1	14	80211419	80455469	q31.1
ENSG00000277463		17	62626031	62626453	q23.2
ENSG00000274565		17	62626437	62627590	q23.2
ENSG00000279713		17	62679403	62681354	q23.2
ENSG00000090989	EXOC1	4	55853616	55905034	q12
ENSG00000242960	FTH1P23	3	72929044	72929593	p13
ENSG00000011028	MRC2	17	62627401	62693597	q23.2
ENSG00000257803		12	100578744	100580197	q23.1
ENSG00000272886	DCP1A	3	53283428	53347610	p21.1
ENSG00000280415		12	125858862	125861119	q24.32
ENSG00000112077	RHAG	6	49605158	49636884	p12.3
ENSG00000138032	PPM1B	2	44167969	44244384	p21
ENSG00000271184		12	125900421	125901483	q24.32
ENSG00000249267	LINC00939	12	125958688	125983374	q24.32
ENSG00000120949	TNFRSF8	1	12063377	12144207	p36.22
ENSG00000250547		4	163265575	163266583	q32.2
ENSG00000263280		16	2866348	2867618	p13.3
ENSG00000162891	IL20	1	206865354	206869223	q32.1
ENSG00000224541		21	26158091	26175824	q21.3
ENSG00000273492		21	26170871	26217381	q21.3
ENSG00000224545		7	131520137	131520503	q32.3
