affy_hg_u133_plus_2	hgnc_symbol	chromosome_name	start_position	end_position	band
1556037_s_at	HHIP	4	144646021	144745271	q31.21
223775_at	HHIP	4	144646021	144745271	q31.21
	HHIP	4	144646021	144745271	q31.21
		15	77916522	77922019	q24.3
1552887_at	TBATA	10	70771239	70785401	q22.1
	TBATA	10	70771239	70785401	q22.1
1562778_at	FAM166A	9	137243584	137247770	q34.3
233971_at	FAM166A	9	137243584	137247770	q34.3
	FAM166A	9	137243584	137247770	q34.3
		4	44840380	44841402	p12
236550_s_at	ZNF311	CHR_HSCHR6_MHC_QBL_CTG1	28994770	29005301	
236551_at	ZNF311	CHR_HSCHR6_MHC_QBL_CTG1	28994770	29005301	
211320_s_at	PTPRU	1	29236516	29326813	p35.3
	PTPRU	1	29236516	29326813	p35.3
208668_x_at	HMGN2P17	1	8893409	8894151	p36.23
	FAM85B	8	8167819	8226614	p23.1
		12	67035508	67096406	q14.3
	PRDX4P1	4	44944015	44944961	p12
		1	8907393	8907744	p36.23
	SNRPCP17	8	8116745	8116949	p23.1
		8	8095946	8096726	p23.1
		4	44994426	44996022	p12
		8	8065599	8065816	p23.1
		8	8188535	8189195	p23.1
		1	205625483	205626153	q32.1
		1	8909742	8909904	p36.23
	ENPP7P1	8	8154308	8216916	p23.1
		4	45009540	45051652	p12
	ELK4	1	205597556	205631962	q32.1
238761_at	ELK4	1	205597556	205631962	q32.1
205994_at	ELK4	1	205597556	205631962	q32.1
225159_s_at	ELK4	1	205597556	205631962	q32.1
214831_at	ELK4	1	205597556	205631962	q32.1
206919_at	ELK4	1	205597556	205631962	q32.1
1568780_at		8	8059459	8059674	p23.1
		7	79124739	79125750	q21.11
		8	8059572	8199973	p23.1
	MAGI2-AS1	7	78939850	78940895	q21.11
1567656_at	UBDP1	CHR_HSCHR6_MHC_MCF_CTG1	29464377	29469587	
235957_at	GRIP1	12	66347431	67069162	q14.3
214018_at	GRIP1	12	66347431	67069162	q14.3
	GRIP1	12	66347431	67069162	q14.3
		8	8086022	8086765	p23.1
	RPL23AP78	19	8728735	8729204	p13.2
		7	78134079	78134851	q21.11
	MAS1LP1	CHR_HSCHR6_MHC_MCF_CTG1	29474806	29475852	
	OR2Z1	19	8721634	8732160	p13.2
235267_at	MAGI2-AS3	7	79452877	79471208	q21.11
229480_at	MAGI2-AS3	7	79452877	79471208	q21.11
	MAGI2-AS3	7	79452877	79471208	q21.11
227554_at	MAGI2-AS3	7	79452877	79471208	q21.11
		10	26577676	26622338	p12.1
		4	77112495	77113458	q21.1
		17	8056225	8057621	p13.1
218132_s_at	TSEN34	CHR_HSCHR19LRC_COX1_CTG3_1	54190368	54194965	
	TSEN34	CHR_HSCHR19LRC_COX1_CTG3_1	54190368	54194965	
234371_at	OR2AD1P	CHR_HSCHR6_MHC_QBL_CTG1	29026665	29027592	
	FAM238A	10	26589865	26594330	p12.1
		17	8063936	8072533	p13.1
221451_s_at	OR2W1	CHR_HSCHR6_MHC_QBL_CTG1	29044198	29045225	
		19	8778665	8778861	p13.2
		19	4621194	4622307	p13.3
	OR2P1P	CHR_HSCHR6_MHC_QBL_CTG1	29071811	29072586	
	SAR1AP1	CHR_HSCHR6_MHC_QBL_CTG1	29076560	29077155	
		10	26643228	26645016	p12.1
	THAP12P9	4	45323253	45326028	p12
		17	8079482	8081565	p13.1
	RPS7P3	1	233288868	233289447	q42.2
207381_at	ALOX12B	17	8072636	8087703	p13.1
	ALOX12B	17	8072636	8087703	p13.1
234903_at	OR2B3	CHR_HSCHR6_MHC_QBL_CTG1	29086195	29087300	
216818_s_at	OR2J1	CHR_HSCHR6_MHC_QBL_CTG1	29100937	29101875	
	MAP3K21	1	233327768	233385148	q42.2
228565_at	MAP3K21	1	233327768	233385148	q42.2
217334_at	OR2J3	CHR_HSCHR6_MHC_QBL_CTG1	29111883	29112818	
		19	4654964	4655524	p13.3
		15	77941442	77944582	q24.3
216483_s_at	MYDGF	19	4641374	4670370	p13.3
221739_at	MYDGF	19	4641374	4670370	p13.3
210108_at	CACNA1D	3	53328963	53813733	p21.1
207998_s_at	CACNA1D	3	53328963	53813733	p21.1
243334_at	CACNA1D	3	53328963	53813733	p21.1
1555993_at	CACNA1D	3	53328963	53813733	p21.1
	CACNA1D	3	53328963	53813733	p21.1
		CHR_HSCHR6_MHC_QBL_CTG1	29124201	29128899	
240590_at	SPATA3-AS1	2	230984368	230996032	q37.1
221382_at		CHR_HSCHR6_MHC_QBL_CTG1	29137868	29138804	
238499_at	SLC45A3	1	205657851	205680459	q32.1
228696_at	SLC45A3	1	205657851	205680459	q32.1
		15	77954075	77963654	q24.3
		X	72159845	72160346	q13.1
	RPS26P11	X	72044545	72044892	q13.1
		3	179649494	179650200	q26.33
216818_s_at	OR2J2	CHR_HSCHR6_MHC_QBL_CTG1	29173300	29174571	
208508_s_at	OR2J2	CHR_HSCHR6_MHC_QBL_CTG1	29173300	29174571	
227618_at	NHSL2	X	71910818	72161750	q13.1
	NHSL2	X	71910818	72161750	q13.1
1569932_at	NHSL2	X	71910818	72161750	q13.1
		12	112018804	112019430	q24.13
	LST1	CHR_HSCHR6_MHC_SSTO_CTG1	31576870	31579655	
201216_at	ERP29	12	112013316	112023451	q24.13
	ERP29	12	112013316	112023451	q24.13
236632_at	HHIP-AS1	4	144642922	144661357	q31.21
227810_at	ZNF558	19	8806170	8832328	p13.2
	ZNF558	19	8806170	8832328	p13.2
		4	77311397	77312111	q21.1
204679_at	KCNK1	1	233614004	233672512	q42.2
204678_s_at	KCNK1	1	233614004	233672512	q42.2
	KCNK1	1	233614004	233672512	q42.2
202769_at	CCNG2	4	77157151	77433388	q21.1
211559_s_at	CCNG2	4	77157151	77433388	q21.1
202770_s_at	CCNG2	4	77157151	77433388	q21.1
228081_at	CCNG2	4	77157151	77433388	q21.1
1555056_at	CCNG2	4	77157151	77433388	q21.1
	CCNG2	4	77157151	77433388	q21.1
210751_s_at	RGN	X	47078355	47093314	p11.3
	RGN	X	47078355	47093314	p11.3
229353_s_at	NUCKS1	1	205712819	205750276	q32.1
224581_s_at	NUCKS1	1	205712819	205750276	q32.1
217802_s_at	NUCKS1	1	205712819	205750276	q32.1
224582_s_at	NUCKS1	1	205712819	205750276	q32.1
222424_s_at	NUCKS1	1	205712819	205750276	q32.1
		17	30553697	30558962	q11.2
227420_at	TNFAIP8L1	19	4639518	4655568	p13.3
	TNFAIP8L1	19	4639518	4655568	p13.3
208008_at	TBC1D29	17	30557112	30563493	q11.2
		4	99594799	99625913	q23
	TRBJ1-2	7	142787017	142787064	q34
240340_at	SPATA3	2	230990324	231025055	q37.1
	SPATA3	2	230990324	231025055	q37.1
	TRBJ1-3	7	142787630	142787679	q34
200088_x_at	RPL12P16	2	203190780	203191277	q33.2
200809_x_at	RPL12P16	2	203190780	203191277	q33.2
227823_at	RTL5	X	72127110	72131901	q13.1
	RTL5	X	72127110	72131901	q13.1
	RPL23AP36	2	203074685	203075142	q33.2
	TRBJ1-4	7	142788225	142788275	q34
	TRBJ1-5	7	142788498	142788547	q34
237236_x_at	FAM238B	10	26647986	26653454	p12.1
243971_x_at	FAM238B	10	26647986	26653454	p12.1
235173_at	MBNL1-AS1	3	152262616	152269555	q25.1
232298_at	MBNL1-AS1	3	152262616	152269555	q25.1
	TMEM14EP	3	152339695	152340990	q25.2
		1	233836080	233836432	q42.2
		1	54974900	54980464	p32.3
		3	36880184	36880729	p22.2
	WDFY3-AS1	4	84803258	84810391	q21.23
1562953_s_at	WDFY3-AS2	4	84965682	85011277	q21.23
241401_at	WDFY3-AS2	4	84965682	85011277	q21.23
238081_at	WDFY3-AS2	4	84965682	85011277	q21.23
213261_at	TRANK1	3	36826820	36945098	p22.2
	TRANK1	3	36826820	36945098	p22.2
	ENO1P2	15	92420860	92422735	q26.1
239537_at	ST8SIA2	15	92393828	92468728	q26.1
221285_at	ST8SIA2	15	92393828	92468728	q26.1
	ST8SIA2	15	92393828	92468728	q26.1
230822_at	TMEM61	1	54980792	54992293	p32.3
		17	30557732	30558502	q11.2
	ALG1L13P	8	8236003	8244667	p23.1
		1	234268583	234272500	q42.2
229065_at	SLC35F3	1	233904933	234324516	q42.2
		1	84785427	84786714	p22.3
		12	76057538	76058115	q21.2
		1	54980950	54992274	p32.3
236786_at	FAM135B	8	138130023	138496822	q24.23
224001_at	FAM135B	8	138130023	138496822	q24.23
	FAM135B	8	138130023	138496822	q24.23
1557838_at	FAM135B	8	138130023	138496822	q24.23
237736_at	BSND	1	54998193	55011784	p32.3
1552548_at	BSND	1	54998193	55011784	p32.3
1552549_a_at	BSND	1	54998193	55011784	p32.3
		1	51801028	51801307	p32.3
1556121_at	NAP1L1	12	76036587	76085033	q21.2
208753_s_at	NAP1L1	12	76036587	76085033	q21.2
212967_x_at	NAP1L1	12	76036587	76085033	q21.2
208752_x_at	NAP1L1	12	76036587	76085033	q21.2
204528_s_at	NAP1L1	12	76036587	76085033	q21.2
213864_s_at	NAP1L1	12	76036587	76085033	q21.2
208754_s_at	NAP1L1	12	76036587	76085033	q21.2
	NAP1L1	12	76036587	76085033	q21.2
	GAPDHP51	1	51707138	51708137	p32.3
1562904_s_at	FAM86B3P	8	8228595	8244865	p23.1
237630_s_at	FAM86B3P	8	8228595	8244865	p23.1
	FAM86B3P	8	8228595	8244865	p23.1
234049_at	FAM86B3P	8	8228595	8244865	p23.1
		1	234261706	234274465	q42.2
	CALR4P	1	51561866	51594897	p32.3
	RAC1P7	1	234026851	234027227	q42.2
210347_s_at	BCL11A	2	60450520	60555154	p16.1
	BCL11A	2	60450520	60555154	p16.1
222891_s_at	BCL11A	2	60450520	60555154	p16.1
219498_s_at	BCL11A	2	60450520	60555154	p16.1
219497_s_at	BCL11A	2	60450520	60555154	p16.1
1559078_at	BCL11A	2	60450520	60555154	p16.1
		1	234284972	234285541	q42.2
226902_at	USP13	3	179652755	179789401	q26.33
205356_at	USP13	3	179652755	179789401	q26.33
227788_at	USP13	3	179652755	179789401	q26.33
	USP13	3	179652755	179789401	q26.33
231780_at	GBGT1	9	133152948	133163945	q34.2
	GBGT1	9	133152948	133163945	q34.2
		1	234212606	234215088	q42.2
243777_at	RAB29	1	205767986	205775460	q32.1
218700_s_at	RAB29	1	205767986	205775460	q32.1
218699_at	RAB29	1	205767986	205775460	q32.1
		1	234356704	234357141	q42.2
201850_at	CAPG	2	85394748	85418432	p11.2
	CAPG	2	85394748	85418432	p11.2
		1	234357006	234365828	q42.2
		19	8821501	8824110	p13.2
210189_at	HSPA1L	6	31809619	31815065	p21.33
227759_at	PCSK9	1	55039548	55064852	p32.3
		1	234372186	234372811	q42.2
	SELENOOLP	10	26664206	26697295	p12.1
225638_at	COA6	1	234373456	234384049	q42.2
241146_at	MAGI2-AS2	7	79008988	79012277	q21.11
		10	26695091	26697625	p12.1
		7	78170195	78170915	q21.11
208709_s_at	NRDC	1	51789191	51878937	p32.3
	NRDC	1	51789191	51878937	p32.3
		7	79353410	79354392	q21.11
		11	131187022	131189753	q25
200799_at	HSPA1A	6	31815464	31817946	p21.33
200800_s_at	HSPA1A	6	31815464	31817946	p21.33
		11	131204999	131215163	q25
		11	131234538	131251816	q25
		11	131253422	131350917	q25
226789_at	EMB	5	50396192	50443248	q11.1
239072_at	EMB	5	50396192	50443248	q11.1
	EMB	5	50396192	50443248	q11.1
		10	93762453	93771991	q23.33
202581_at	HSPA1B	6	31827735	31830255	p21.33
200800_s_at	HSPA1B	6	31827735	31830255	p21.33
		10	93772681	93788605	q23.33
		1	234372807	234373593	q42.2
206349_at	LGI1	10	93757809	93806272	q23.33
	LGI1	10	93757809	93806272	q23.33
	BRD2	CHR_HSCHR6_MHC_DBB_CTG1	32955787	32959446	
208686_s_at	BRD2	CHR_HSCHR6_MHC_DBB_CTG1	32955787	32959446	
1559257_a_at		3	65359268	65359717	p14.1
1559256_at		3	65359268	65359717	p14.1
	ZNF667-AS1	19	56477250	56500666	q13.43
244740_at	ZNF667-AS1	19	56477250	56500666	q13.43
244741_s_at	ZNF667-AS1	19	56477250	56500666	q13.43
		4	77350370	77351235	q21.1
201967_at	RBM6	3	49940007	50100045	p21.31
	RBM6	3	49940007	50100045	p21.31
		4	77394491	77494286	q21.1
222383_s_at	ALOXE3	17	8095900	8119047	p13.1
207708_at	ALOXE3	17	8095900	8119047	p13.1
	ALOXE3	17	8095900	8119047	p13.1
1555262_a_at	MAGI1	3	65353525	66038834	p14.1
225474_at	MAGI1	3	65353525	66038834	p14.1
225465_at	MAGI1	3	65353525	66038834	p14.1
232859_s_at	MAGI1	3	65353525	66038834	p14.1
206144_at	MAGI1	3	65353525	66038834	p14.1
	MAGI1	3	65353525	66038834	p14.1
221861_at		11	75260129	75262466	q13.4
49111_at		11	75260129	75262466	q13.4
43511_s_at		11	75260129	75262466	q13.4
		4	77216416	77216878	q21.1
		11	75260127	75261025	q13.4
	OR2J4P	CHR_HSCHR6_MHC_QBL_CTG1	29181515	29182450	
234820_at	MAS1L	CHR_HSCHR6_MHC_MCF_CTG1	29486547	29487683	
202813_at	TARBP1	1	234391313	234479103	q42.2
	TARBP1	1	234391313	234479103	q42.2
204806_x_at	HLA-F	CHR_HSCHR6_MHC_DBB_CTG1	29720256	29736008	
221875_x_at	HLA-F	CHR_HSCHR6_MHC_DBB_CTG1	29720256	29736008	
	HLA-F	CHR_HSCHR6_MHC_DBB_CTG1	29720256	29736008	
221978_at	HLA-F	CHR_HSCHR6_MHC_DBB_CTG1	29720256	29736008	
234760_at		CHR_HSCHR6_MHC_QBL_CTG1	29215267	29216210	
236635_at	ZNF667	19	56439325	56478065	q13.43
207120_at	ZNF667	19	56439325	56478065	q13.43
	ZNF667	19	56439325	56478065	q13.43
		4	45414337	45414910	p12
	RPS17P1	CHR_HSCHR6_MHC_MCF_CTG1	29489052	29489457	
219519_s_at	SIGLEC1	20	3686970	3707128	p13
44673_at	SIGLEC1	20	3686970	3707128	p13
		CHR_HSCHR6_MHC_MCF_CTG1	29497291	29510338	
	CLDN22	4	183318194	183320774	q35.1
	WWC2-AS1	4	183233628	183240634	q35.1
		18	47878295	47882444	q21.1
		18	47866839	47867367	q21.1
1552943_at	GABRG1	4	46035769	46124081	p12
241805_at	GABRG1	4	46035769	46124081	p12
218775_s_at	WWC2	4	183099293	183320777	q35.1
1554762_a_at	WWC2	4	183099293	183320777	q35.1
222738_at	WWC2	4	183099293	183320777	q35.1
	WWC2	4	183099293	183320777	q35.1
		18	47912207	47912504	q21.1
	C5orf67	5	56511567	56606232	q11.2
228911_at	ADAMTS7P3	15	77976042	77993057	q24.3
	ADAMTS7P3	15	77976042	77993057	q24.3
		5	56536583	56537826	q11.2
		5	56770799	56772303	q11.2
	TBC1D2B	15	77984036	78077724	q25.1
212796_s_at	TBC1D2B	15	77984036	78077724	q25.1
215640_at	TBC1D2B	15	77984036	78077724	q25.1
231571_at	LINC01015	CHR_HSCHR6_MHC_MCF_CTG1	29529209	29533357	
	LINC01015	CHR_HSCHR6_MHC_MCF_CTG1	29529209	29533357	
208980_s_at	UBC	12	124911604	124917368	q24.31
211296_x_at	UBC	12	124911604	124917368	q24.31
214786_at	MAP3K1	5	56815574	56896152	q11.2
225927_at	MAP3K1	5	56815574	56896152	q11.2
		10	26717635	26718778	p12.1
	MRPL57P6	5	163039291	163039599	q34
	GEMIN2P2	3	41977008	41978034	p22.1
		5	162424042	163437326	q34
225570_at	SLC41A1	1	205789093	205813748	q32.1
	SLC41A1	1	205789093	205813748	q32.1
209027_s_at	ABI1	10	26746593	26861087	p12.1
209028_s_at	ABI1	10	26746593	26861087	p12.1
	ABI1	10	26746593	26861087	p12.1
243263_at	LINC00482	17	81303771	81309248	q25.3
1564315_at	C8orf49	8	11761256	11763223	p23.1
	COX6B1P2	17	48713730	48713959	q21.32
230784_at	PRAC1	17	48721719	48722522	q21.32
	CA6	1	8945867	8975092	p36.23
206873_at	CA6	1	8945867	8975092	p36.23
1555572_at	CA6	1	8945867	8975092	p36.23
		5	163416525	163416731	q34
	ARL2BPP5	5	162761833	162762313	q34
239822_at	LINC01354	1	234527891	234531779	q42.2
	LINC01354	1	234527891	234531779	q42.2
		6	125370034	125445183	q22.31
		1	234565298	234570088	q42.2
230845_at	PRAC2	17	48723168	48724758	q21.32
		19	56485923	56494280	q13.43
224569_s_at	IRF2BP2	1	234604269	234609525	q42.3
224572_s_at	IRF2BP2	1	234604269	234609525	q42.3
224570_s_at	IRF2BP2	1	234604269	234609525	q42.3
224571_at	IRF2BP2	1	234604269	234609525	q42.3
		19	56480397	56483977	q13.43
231192_at	LPAR3	1	84811602	84893213	p22.3
220816_at	LPAR3	1	84811602	84893213	p22.3
		3	72061061	72069933	p13
		3	72086888	72087725	p13
1566908_at	STPG3	9	137251261	137253483	q34.3
238266_at		3	72178279	72178810	p13
		3	72202944	72209892	p13
1557602_at	LINC00870	3	72151257	72174332	p13
	LINC00870	3	72151257	72174332	p13
		1	234607008	234609483	q42.3
212846_at	RRP1B	21	43659548	43696079	q22.3
212844_at	RRP1B	21	43659548	43696079	q22.3
1559645_at	LINC00184	1	234629311	234634780	q42.3
1559646_a_at	LINC00184	1	234629311	234634780	q42.3
1556039_s_at	GPR173	X	53049091	53080615	p11.22
1556038_at	GPR173	X	53049091	53080615	p11.22
221299_at	GPR173	X	53049091	53080615	p11.22
244877_at	GPR173	X	53049091	53080615	p11.22
218411_s_at	MBIP	14	36298558	36320676	q13.3
	MBIP	14	36298558	36320676	q13.3
		3	72085109	72085287	p13
		3	72080564	72084641	p13
243954_at	LINC00877	3	72035300	72279503	p13
	LINC00877	3	72035300	72279503	p13
209051_s_at		9	133098121	133163914	q34.2
228532_at	C1orf162	1	111473792	111478512	p13.2
		1	234660271	234667104	q42.3
		5	56842016	56862164	q11.2
		1	234644666	234647571	q42.3
		1	234669523	234696153	q42.3
230110_at	MCOLN2	1	84925583	84997113	p22.3
1555465_at	MCOLN2	1	84925583	84997113	p22.3
	MCOLN2	1	84925583	84997113	p22.3
1557026_at		1	234646289	234683176	q42.3
		1	234646289	234683176	q42.3
		X	53065053	53065548	p11.22
		1	234709383	234720220	q42.3
		X	47156638	47158199	p11.3
1555212_at	OR8B8	11	124437445	124445696	q24.2
218320_s_at	NDUFB11	X	47142216	47145504	p11.3
205847_at	PRSS22	16	2852727	2858170	p13.3
	PRSS22	16	2852727	2858170	p13.3
203657_s_at	CTSF	11	66563463	66568841	q13.2
	CTSF	11	66563463	66568841	q13.2
	LINC01132	1	234724042	234736720	q42.3
220755_s_at	C6orf48	6	31834608	31839766	p21.33
		15	45214448	45215044	q21.1
	KIF3AP1	3	195843986	195844596	q29
	LINC01983	3	195836193	195860404	q29
1555322_at		1	234757619	234760056	q42.3
		15	45215547	45215943	q21.1
	OR8A2P	11	124460534	124461485	q24.2
239929_at	PM20D1	1	205828022	205850132	q32.1
		1	234957231	234959989	q42.3
	RPL22P19	12	124935455	124935895	q24.31
1570285_at		1	234957342	234970062	q42.3
236398_s_at		1	234957342	234970062	q42.3
236399_at		1	234957342	234970062	q42.3
1570567_at		CHR_HSCHR5_2_CTG1_1	69659867	69661133	
		15	77993405	77995289	q24.3
	UBTFL8	3	5080212	5084429	p26.1
	OR2G1P	CHR_HSCHR6_MHC_QBL_CTG1	29229258	29230188	
207249_s_at	SLC28A2	15	45252230	45277845	q21.1
	SLC28A2	15	45252230	45277845	q21.1
		1	234979647	234980804	q42.3
215089_s_at	RBM10	X	47144869	47186813	p11.3
217221_x_at	RBM10	X	47144869	47186813	p11.3
208984_x_at	RBM10	X	47144869	47186813	p11.3
	RBM10	X	47144869	47186813	p11.3
	OR12D1	CHR_HSCHR6_MHC_QBL_CTG1	29417159	29418105	
	LINC01348	1	235065479	235074220	q42.3
		1	235097187	235097412	q42.3
		1	235104180	235104609	q42.3
208438_s_at	FGR	1	27612064	27635277	p35.3
	FGR	1	27612064	27635277	p35.3
		12	51201684	51202581	q13.13
233594_at	ISPD-AS1	7	16210488	16270604	p21.2
1568872_at	ISPD-AS1	7	16210488	16270604	p21.2
	ISPD-AS1	7	16210488	16270604	p21.2
200662_s_at	TOMM20	1	235109336	235128936	q42.3
212773_s_at	TOMM20	1	235109336	235128936	q42.3
229809_at	POU6F1	12	51186936	51217708	q13.13
205878_at	POU6F1	12	51186936	51217708	q13.13
216330_s_at	POU6F1	12	51186936	51217708	q13.13
	POU6F1	12	51186936	51217708	q13.13
		14	77359423	77359916	q24.3
232316_at	SAMD15	14	77376689	77391497	q24.3
1557680_at	SAMD15	14	77376689	77391497	q24.3
1557681_s_at	SAMD15	14	77376689	77391497	q24.3
		20	58710795	58711633	q13.32
	ISPD	7	16087527	16421322	p21.2
	STX16	20	58651253	58679526	q13.32
221499_s_at	STX16	20	58651253	58679526	q13.32
1558249_s_at	STX16	20	58651253	58679526	q13.32
221500_s_at	STX16	20	58651253	58679526	q13.32
221638_s_at	STX16	20	58651253	58679526	q13.32
		2	60495686	60499964	p16.1
242617_at	TMED8	14	77335021	77377109	q24.3
225343_at	TMED8	14	77335021	77377109	q24.3
232913_at	TMED8	14	77335021	77377109	q24.3
	RPS26P40	10	70794230	70794523	q22.1
202294_at	STAG1	3	136336233	136752403	q22.3
202293_at	STAG1	3	136336233	136752403	q22.3
232588_at	STAG1	3	136336233	136752403	q22.3
	STAG1	3	136336233	136752403	q22.3
		CHR_HSCHR6_MHC_DBB_CTG1	29745766	29745990	
		16	2857898	2859726	p13.3
222279_at	HLA-F-AS1	CHR_HSCHR6_MHC_DBB_CTG1	29724084	29746526	
1562381_at	HLA-F-AS1	CHR_HSCHR6_MHC_DBB_CTG1	29724084	29746526	
	HLA-F-AS1	CHR_HSCHR6_MHC_DBB_CTG1	29724084	29746526	
	MROH1	8	144148016	144261940	q24.3
230361_at	MROH1	8	144148016	144261940	q24.3
232498_at	MROH1	8	144148016	144261940	q24.3
227778_at	MROH1	8	144148016	144261940	q24.3
1565653_at	MROH1	8	144148016	144261940	q24.3
238093_at	STPG3-AS1	9	137250219	137253497	q34.3
242271_at	SLC26A9	1	205913048	205943460	q32.1
	SLC26A9	1	205913048	205943460	q32.1
206171_at	ADORA3	1	111499429	111503760	p13.2
	ADORA3	1	111499429	111503760	p13.2
		CHR_HSCHR6_MHC_DBB_CTG1	29720462	29721452	
	MICE	CHR_HSCHR6_MHC_DBB_CTG1	29739210	29746446	
	RPL36AP29	7	16208945	16209265	p21.2
227245_at	NAA25	12	112026689	112109022	q24.13
225888_at	NAA25	12	112026689	112109022	q24.13
236816_at	NAA25	12	112026689	112109022	q24.13
	NAA25	12	112026689	112109022	q24.13
222279_at	RPL23AP1	CHR_HSCHR6_MHC_DBB_CTG1	29724152	29724622	
223660_at	TMIGD3	1	111483348	111563962	p13.2
	TMIGD3	1	111483348	111563962	p13.2
	LINC02286	14	25124487	25126998	q12
		17	50840057	50841626	q21.33
1554773_at	WFIKKN2	17	50834650	50842348	q21.33
241358_at	WFIKKN2	17	50834650	50842348	q21.33
	SERINC5	5	80111651	80256079	q14.1
212812_at	SERINC5	5	80111651	80256079	q14.1
208668_x_at	HMGN2P6	14	25267064	25267336	q12
	SAG	2	233307816	233347055	q37.1
206671_at	SAG	2	233307816	233347055	q37.1
		6	125578558	125749190	q22.31
		3	152648146	152650447	q25.2
	OR7K1P	14	25357764	25358689	q12
	ATP5MGP5	3	152800434	152800732	q25.2
	GPR53P	CHR_HSCHR6_MHC_MCF_CTG1	29537493	29538576	
		14	25431193	25432234	q12
	OR2I1P	CHR_HSCHR6_MHC_MCF_CTG1	29553030	29553977	
207455_at	P2RY1	3	152834693	152841439	q25.2
231925_at	P2RY1	3	152834693	152841439	q25.2
222921_s_at	HEY2	6	125747664	125761269	q22.31
219743_at	HEY2	6	125747664	125761269	q22.31
1562499_at		14	25820366	25822741	q12
237250_at		4	46243548	46244215	p12
211010_s_at	NCR3	CHR_HSCHR6_MHC_SSTO_CTG1	31579641	31583730	
211583_x_at	NCR3	CHR_HSCHR6_MHC_SSTO_CTG1	31579641	31583730	
210763_x_at	NCR3	CHR_HSCHR6_MHC_SSTO_CTG1	31579641	31583730	
221339_at	OR10C1	CHR_HSCHR6_MHC_QBL_CTG1	29439182	29440853	
	LINC02306	14	25835858	26143305	q12
221343_at	OR11A1	CHR_HSCHR6_MHC_QBL_CTG1	29425381	29456943	
	RPL5P33	17	50847950	50849270	q21.33
	CYB5AP5	14	26208036	26208424	q12
	SLC2A7	1	9003300	9026345	p36.23
	MYL12BP1	15	42571927	42572433	q15.2
	OR5V1	CHR_HSCHR6_MHC_QBL_CTG1	29422486	29431843	
235752_at		19	54438665	54439544	q13.42
		15	45251580	45279251	q21.1
	ABCF2P2	7	72103181	72104209	q11.22
221220_s_at	SCYL2	12	100267140	100341724	q23.1
	SCYL2	12	100267140	100341724	q23.1
224960_at	SCYL2	12	100267140	100341724	q23.1
224961_at	SCYL2	12	100267140	100341724	q23.1
221382_at		CHR_HSCHR6_MHC_DBB_CTG1	29137885	29138821	
1555168_a_at	CALN1	7	71779491	72447151	q11.22
230698_at	CALN1	7	71779491	72447151	q11.22
223885_at	CALN1	7	71779491	72447151	q11.22
	CALN1	7	71779491	72447151	q11.22
	OR8B9P	11	124476963	124482870	q24.2
216818_s_at	OR2J2	CHR_HSCHR6_MHC_DBB_CTG1	29173317	29174588	
208508_s_at	OR2J2	CHR_HSCHR6_MHC_DBB_CTG1	29173317	29174588	
	EIF4EBP2P2	15	42581156	42581488	q15.2
243750_x_at	FAM207A	21	44940010	44976989	q22.3
	FAM207A	21	44940010	44976989	q22.3
	STARD9	15	42575659	42720981	q15.2
227108_at	STARD9	15	42575659	42720981	q15.2
203852_s_at	SMN2	CHR_HSCHR5_2_CTG1_1	69673667	69702549	
	SMN2	CHR_HSCHR5_2_CTG1_1	69673667	69702549	
220476_s_at		1	111722064	111755824	p13.2
229608_at		1	111722064	111755824	p13.2
229382_at		1	111722064	111755824	p13.2
241809_at		1	111722064	111755824	p13.2
		6	108998482	108999125	q21
		19	17727840	17734513	p13.11
218346_s_at	SESN1	6	108986437	109094819	q21
	SESN1	6	108986437	109094819	q21
236512_at	SESN1	6	108986437	109094819	q21
	DDX20	1	111755245	111768016	p13.2
223331_s_at	DDX20	1	111755245	111768016	p13.2
224315_at	DDX20	1	111755245	111768016	p13.2
	MAP1S	19	17719242	17734516	p13.11
218522_s_at	MAP1S	19	17719242	17734516	p13.11
		4	1167778	1168174	p16.3
	SAP30L-AS1	5	154329437	154445850	q33.2
218638_s_at	SPON2	4	1166932	1208962	p16.3
	SPON2	4	1166932	1208962	p16.3
1569496_s_at	SPON2	4	1166932	1208962	p16.3
230906_at	GALNT10	5	154190730	154420984	q33.2
207357_s_at	GALNT10	5	154190730	154420984	q33.2
212256_at	GALNT10	5	154190730	154420984	q33.2
	GALNT10	5	154190730	154420984	q33.2
1554589_at	LENG9	19	54461796	54463711	q13.42
	LENG8-AS1	19	54444813	54449045	q13.42
217767_at	C3	19	6677704	6730562	p13.3
	C3	19	6677704	6730562	p13.3
		19	54446830	54447047	q13.42
		1	21768269	21768575	p36.12
	LINC02523	6	125674353	125720218	q22.31
224673_at	LENG8	19	54448887	54462037	q13.42
	LENG8	19	54448887	54462037	q13.42
		12	67065018	67065278	q14.3
	OSBPL9P5	12	66563524	66563694	q14.3
225925_s_at	USP48	1	21678298	21783606	p36.12
220078_at	USP48	1	21678298	21783606	p36.12
220079_s_at	USP48	1	21678298	21783606	p36.12
	USP48	1	21678298	21783606	p36.12
232621_at	USP48	1	21678298	21783606	p36.12
229812_at	USP48	1	21678298	21783606	p36.12
216380_x_at		7	71942259	71942468	q11.22
	GTF2F2P2	1	40593633	40594353	p34.2
205597_at	SLC44A4	CHR_HSCHR6_MHC_SSTO_CTG1	31855884	31871733	
